"","Date","Price","Volume"
"717","2017-12-17",19065.710938,2264650369
"718","2017-12-18",18972.320313,2597510049
"719","2017-12-19",17523.699219,3136709262
"720","2017-12-20",16461.970703,3791752510
"721","2017-12-21",15632.120117,2619295475
"722","2017-12-22",13664.969727,6245731508
"723","2017-12-23",14396.459961,2491903154
"724","2017-12-24",13789.950195,2428437693
"725","2017-12-25",13833.490234,1487888106
"726","2017-12-26",15756.55957,2198577125
"727","2017-12-27",15416.639648,2162831128
"728","2017-12-28",14398.700195,2425912717
"729","2017-12-29",14392.570313,1733583750
"730","2017-12-30",12531.519531,2387311023
"731","2017-12-31",13850.400391,1492142483
"732","2018-01-01",13444.879883,1057521524
"733","2018-01-02",14754.129883,1956783037
"734","2018-01-03",15156.620117,1604206990
"735","2018-01-04",15180.080078,1656714736
"736","2018-01-05",16954.779297,2283988962
"737","2018-01-06",17172.300781,1412703790
"738","2018-01-07",16228.160156,1309532650
"739","2018-01-08",14976.169922,2166366561
"740","2018-01-09",14468.5,1486802326
"741","2018-01-10",14919.490234,2025083791
"742","2018-01-11",13308.05957,2373494121
"743","2018-01-12",13841.19043,1402292716
"744","2018-01-13",14243.120117,1021352776
"745","2018-01-14",13638.629883,1112590573
"746","2018-01-15",13631.980469,1170462750
"747","2018-01-16",11282.490234,3842651741
"748","2018-01-17",11162.700195,3666978316
"749","2018-01-18",11175.519531,2357251805
"750","2018-01-19",11521.759766,1264875700
"751","2018-01-20",12783.94043,1492721765
"752","2018-01-21",11549.929688,1552755289
"753","2018-01-22",10814.519531,1811992345
"754","2018-01-23",10858.230469,1710180828
"755","2018-01-24",11429.019531,1286435482
"756","2018-01-25",11175.870117,1061064251
"757","2018-01-26",11104.200195,1560135332
"758","2018-01-27",11459.709961,1031091633
"759","2018-01-28",11767.740234,1038153169
